experiment_id,trial_id,case_id,speech_id,order,round,player_id,mbti,initial_role,final_role,chars,labels,mentions,stance_target,stance_direction,stance_strength,judge_criteria_version
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c05,e-20260830-010837-t003-c05-s002,2,1,p1,ISTP,seer,seer,72,claim|question,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c05,e-20260830-010837-t003-c05-s003,3,1,p4,ISTP,werewolf,werewolf,66,intent,p1,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c05,e-20260830-010837-t003-c05-s004,4,2,p1,ISTP,seer,seer,76,suspect|question,p5,p5,suspect,2,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c05,e-20260830-010837-t003-c05-s005,5,2,p5,ISTP,werewolf,werewolf,86,suspect|rebut|intent,p1,p1,suspect,2,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c05,e-20260830-010837-t003-c05-s006,6,2,p4,ISTP,werewolf,werewolf,117,agree|rebut|hypothesis|intent,p1|p5,p5,suspect,1,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c06,e-20260830-010837-t003-c06-s001,1,1,p5,ISFP,werewolf,werewolf,72,claim|defend|intent,p4,p4,defend,3,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c06,e-20260830-010837-t003-c06-s002,2,1,p4,ISFP,werewolf,werewolf,81,agree|claim,p5,p5,suspect,2,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c06,e-20260830-010837-t003-c06-s003,3,2,p1,ISFP,seer,seer,120,suspect|defend|agree|intent,p5|p4,p5,suspect,3,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c06,e-20260830-010837-t003-c06-s004,4,2,p5,ISFP,werewolf,werewolf,96,agree|defend|hypothesis|intent|question,p1|p4|p3,p4,defend,2,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c06,e-20260830-010837-t003-c06-s005,5,2,p4,ISFP,werewolf,werewolf,79,intent|question,p2,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c06,e-20260830-010837-t003-c06-s006,6,2,p3,ISFP,thief,thief,56,question,p2,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c06,e-20260830-010837-t003-c06-s007,7,3,p1,ISFP,seer,seer,46,question,p2,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c06,e-20260830-010837-t003-c06-s008,8,3,p3,ISFP,thief,thief,79,question,p2,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c06,e-20260830-010837-t003-c06-s009,9,4,p5,ISFP,werewolf,werewolf,89,rebut|question,p2|p3,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c06,e-20260830-010837-t003-c06-s010,10,4,p2,ISFP,villager,villager,113,intent|question,p3|p4|p5|p1,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c06,e-20260830-010837-t003-c06-s011,11,4,p4,ISFP,werewolf,werewolf,73,agree|question,p2|p1,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c06,e-20260830-010837-t003-c06-s012,12,4,p6,ISFP,villager,villager,116,agree|intent,p2|p1,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c06,e-20260830-010837-t003-c06-s013,13,5,p7,ISFP,villager,villager,74,agree|question,p6|p1,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c06,e-20260830-010837-t003-c06-s014,14,5,p6,ISFP,villager,villager,114,hypothesis|question,p1,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c06,e-20260830-010837-t003-c06-s015,15,5,p2,ISFP,villager,villager,143,agree|intent,p6,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c06,e-20260830-010837-t003-c06-s016,16,5,p1,ISFP,seer,seer,67,agree|question,p2|p6,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c06,e-20260830-010837-t003-c06-s017,17,5,p3,ISFP,thief,thief,103,agree|suspect,p2|p6,p6,suspect,1,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c06,e-20260830-010837-t003-c06-s018,18,5,p5,ISFP,werewolf,werewolf,91,agree|suspect|intent,p6|p3,p3,suspect,1,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c06,e-20260830-010837-t003-c06-s019,19,6,p3,ISFP,thief,thief,25,question,p6,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c06,e-20260830-010837-t003-c06-s020,20,6,p7,ISFP,villager,villager,66,suspect,p3,p3,suspect,2,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c06,e-20260830-010837-t003-c06-s021,21,6,p1,ISFP,seer,seer,66,suspect,p3,p3,suspect,2,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c06,e-20260830-010837-t003-c06-s022,22,6,p8,ISFP,villager,villager,52,suspect,p7|p3,p3,suspect,2,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c07,e-20260830-010837-t003-c07-s001,1,1,p7,INFP,villager,villager,59,question,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c07,e-20260830-010837-t003-c07-s002,2,1,p6,INFP,villager,villager,64,other,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c07,e-20260830-010837-t003-c07-s003,3,1,p2,INFP,villager,villager,43,other,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c07,e-20260830-010837-t003-c07-s004,4,1,p5,INFP,werewolf,werewolf,76,intent,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c07,e-20260830-010837-t003-c07-s005,5,1,p3,INFP,thief,thief,76,claim,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c07,e-20260830-010837-t003-c07-s006,6,1,p1,INFP,seer,seer,56,claim|intent,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c07,e-20260830-010837-t003-c07-s007,7,1,p8,INFP,villager,villager,77,other,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c07,e-20260830-010837-t003-c07-s008,8,1,p4,INFP,werewolf,werewolf,84,intent,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c07,e-20260830-010837-t003-c07-s009,9,2,p1,INFP,seer,seer,90,claim|suspect|intent,p5,p5,suspect,3,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c07,e-20260830-010837-t003-c07-s010,10,2,p5,INFP,werewolf,werewolf,91,agree|intent,p1,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c07,e-20260830-010837-t003-c07-s011,11,2,p7,INFP,villager,villager,65,intent,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c07,e-20260830-010837-t003-c07-s012,12,2,p4,INFP,werewolf,werewolf,78,suspect|intent,p5,p5,suspect,2,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c07,e-20260830-010837-t003-c07-s013,13,2,p2,INFP,villager,villager,84,suspect|intent,p5,p5,suspect,2,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c07,e-20260830-010837-t003-c07-s014,14,2,p3,INFP,thief,thief,89,agree|suspect|intent,p4|p5,p5,suspect,2,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c08,e-20260830-010837-t003-c08-s001,1,1,p6,INTP,villager,villager,93,claim|intent,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c08,e-20260830-010837-t003-c08-s002,2,1,p2,INTP,villager,villager,73,intent|question,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c08,e-20260830-010837-t003-c08-s003,3,1,p5,INTP,werewolf,werewolf,59,intent,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c08,e-20260830-010837-t003-c08-s004,4,1,p3,INTP,thief,thief,66,claim|intent,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c08,e-20260830-010837-t003-c08-s005,5,1,p1,INTP,seer,seer,61,claim|suspect|question,p5,p5,suspect,3,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c08,e-20260830-010837-t003-c08-s006,6,1,p4,INTP,werewolf,werewolf,101,rebut|defend|intent,p5|p1,p5,defend,1,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c08,e-20260830-010837-t003-c08-s007,7,2,p1,INTP,seer,seer,94,claim|suspect|intent,p5,p5,suspect,2,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c08,e-20260830-010837-t003-c08-s008,8,2,p5,INTP,werewolf,werewolf,106,claim|defend|suspect,p1|p4,p4,suspect,2,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c08,e-20260830-010837-t003-c08-s009,9,2,p6,INTP,villager,villager,75,question,p1|p5,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c08,e-20260830-010837-t003-c08-s010,10,2,p4,INTP,werewolf,werewolf,91,intent,p1|p5|p3|p6,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c08,e-20260830-010837-t003-c08-s011,11,2,p2,INTP,villager,villager,75,question,p1|p5,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c08,e-20260830-010837-t003-c08-s012,12,2,p3,INTP,thief,thief,90,suspect|agree,p1|p5,p5,suspect,1,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c09,e-20260830-010837-t003-c09-s001,1,1,p7,ESTP,villager,villager,77,hypothesis,p5|p6,p6,suspect,1,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c09,e-20260830-010837-t003-c09-s002,2,1,p6,ESTP,villager,villager,64,question,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c09,e-20260830-010837-t003-c09-s003,3,1,p2,ESTP,villager,villager,86,question,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c09,e-20260830-010837-t003-c09-s004,4,1,p5,ESTP,werewolf,werewolf,77,question,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c09,e-20260830-010837-t003-c09-s005,5,1,p3,ESTP,thief,thief,113,claim|question,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c09,e-20260830-010837-t003-c09-s006,6,1,p1,ESTP,seer,seer,78,claim|suspect|intent,p5,p5,suspect,3,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c09,e-20260830-010837-t003-c09-s007,7,1,p8,ESTP,villager,villager,83,question,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c09,e-20260830-010837-t003-c09-s008,8,1,p4,ESTP,werewolf,werewolf,105,claim|suspect|agree,p1|p5,p5,suspect,2,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c09,e-20260830-010837-t003-c09-s009,9,2,p8,ESTP,villager,villager,67,other,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c09,e-20260830-010837-t003-c09-s010,10,2,p1,ESTP,seer,seer,71,suspect|claim|intent,p5,p5,suspect,3,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c09,e-20260830-010837-t003-c09-s011,11,2,p5,ESTP,werewolf,werewolf,83,question|defend,p1,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c09,e-20260830-010837-t003-c09-s012,12,2,p6,ESTP,villager,villager,59,question,p5|p1,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c09,e-20260830-010837-t003-c09-s013,13,2,p7,ESTP,villager,villager,106,question|suspect,p5|p1,p1,suspect,1,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c09,e-20260830-010837-t003-c09-s014,14,2,p4,ESTP,werewolf,werewolf,112,claim|question|defend,p1|p5,p5,defend,2,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c09,e-20260830-010837-t003-c09-s015,15,2,p3,ESTP,thief,thief,130,claim|defend,p1|p5,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c10,e-20260830-010837-t003-c10-s001,1,1,p7,ESFP,villager,villager,99,question,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c10,e-20260830-010837-t003-c10-s002,2,1,p6,ESFP,villager,villager,81,intent,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c10,e-20260830-010837-t003-c10-s003,3,1,p2,ESFP,villager,villager,81,question,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c10,e-20260830-010837-t003-c10-s004,4,1,p5,ESFP,werewolf,werewolf,113,intent,p4|p6,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c10,e-20260830-010837-t003-c10-s005,5,1,p3,ESFP,thief,thief,79,intent,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c10,e-20260830-010837-t003-c10-s006,6,1,p1,ESFP,seer,seer,90,intent,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c10,e-20260830-010837-t003-c10-s007,7,1,p8,ESFP,villager,villager,69,intent,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c10,e-20260830-010837-t003-c10-s008,8,1,p4,ESFP,werewolf,werewolf,84,question,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c10,e-20260830-010837-t003-c10-s009,9,2,p8,ESFP,villager,villager,75,other,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c10,e-20260830-010837-t003-c10-s010,10,2,p1,ESFP,seer,seer,83,claim|suspect|intent,p5,p5,suspect,3,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c10,e-20260830-010837-t003-c10-s011,11,2,p5,ESFP,werewolf,werewolf,96,rebut|defend|intent,p1,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c10,e-20260830-010837-t003-c10-s012,12,2,p6,ESFP,villager,villager,76,question,p1,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c10,e-20260830-010837-t003-c10-s013,13,2,p7,ESFP,villager,villager,74,other,p6,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c10,e-20260830-010837-t003-c10-s014,14,2,p4,ESFP,werewolf,werewolf,167,suspect|hypothesis,p7,p7,suspect,1,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c10,e-20260830-010837-t003-c10-s015,15,2,p2,ESFP,villager,villager,78,agree|intent,p4,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c10,e-20260830-010837-t003-c10-s016,16,2,p3,ESFP,thief,thief,105,agree|intent,p2|p4,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c10,e-20260830-010837-t003-c10-s017,17,4,p7,ESFP,villager,villager,94,intent,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c10,e-20260830-010837-t003-c10-s018,18,4,p5,ESFP,werewolf,werewolf,104,defend|rebut|suspect|intent,p1,p1,suspect,1,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c10,e-20260830-010837-t003-c10-s019,19,4,p1,ESFP,seer,seer,91,agree|suspect|intent,p5,p5,suspect,1,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c10,e-20260830-010837-t003-c10-s020,20,4,p4,ESFP,werewolf,werewolf,68,question,p1|p5,p1,suspect,1,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c10,e-20260830-010837-t003-c10-s021,21,5,p7,ESFP,villager,villager,112,intent|other,p4,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c10,e-20260830-010837-t003-c10-s022,22,5,p4,ESFP,werewolf,werewolf,68,question,p1|p5,p1,suspect,1,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c10,e-20260830-010837-t003-c10-s023,23,5,p5,ESFP,werewolf,werewolf,136,defend|other,p1,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c11,e-20260830-010837-t003-c11-s001,1,1,p7,ENFP,villager,villager,67,claim|question,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c11,e-20260830-010837-t003-c11-s002,2,1,p6,ENFP,villager,villager,74,claim|question,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c11,e-20260830-010837-t003-c11-s003,3,1,p2,ENFP,villager,villager,69,question|intent,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c11,e-20260830-010837-t003-c11-s004,4,1,p5,ENFP,werewolf,werewolf,83,question|intent,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c11,e-20260830-010837-t003-c11-s005,5,1,p3,ENFP,thief,thief,101,claim|question|intent,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c11,e-20260830-010837-t003-c11-s006,6,1,p1,ENFP,seer,seer,78,claim|suspect|question,p5,p5,suspect,3,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c11,e-20260830-010837-t003-c11-s007,7,1,p8,ENFP,villager,villager,83,question|other,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c11,e-20260830-010837-t003-c11-s008,8,1,p4,ENFP,werewolf,werewolf,73,question,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c11,e-20260830-010837-t003-c11-s009,9,2,p8,ENFP,villager,villager,77,question,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c11,e-20260830-010837-t003-c11-s010,10,2,p1,ENFP,seer,seer,103,claim|question|suspect|hypothesis,p5|p3,p5,suspect,3,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c11,e-20260830-010837-t003-c11-s011,11,2,p5,ENFP,werewolf,werewolf,94,intent,p1,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c11,e-20260830-010837-t003-c11-s012,12,2,p6,ENFP,villager,villager,64,question,p1,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c11,e-20260830-010837-t003-c11-s013,13,2,p7,ENFP,villager,villager,80,intent,p3,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c11,e-20260830-010837-t003-c11-s014,14,2,p4,ENFP,werewolf,werewolf,108,claim|question|intent,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c11,e-20260830-010837-t003-c11-s015,15,2,p3,ENFP,thief,thief,111,claim|question,p1|p5,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c11,e-20260830-010837-t003-c11-s016,16,3,p2,ENFP,villager,villager,86,question,p3|p5,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c11,e-20260830-010837-t003-c11-s017,17,4,p7,ENFP,villager,villager,94,question,p3|p5,p5,suspect,1,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c11,e-20260830-010837-t003-c11-s018,18,4,p5,ENFP,werewolf,werewolf,94,question,p3|p5,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c11,e-20260830-010837-t003-c11-s019,19,4,p1,ENFP,seer,seer,148,claim|suspect,p3|p5,p5,suspect,2,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c11,e-20260830-010837-t003-c11-s020,20,4,p2,ENFP,villager,villager,85,question,p1|p5,p5,suspect,1,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c11,e-20260830-010837-t003-c11-s021,21,4,p4,ENFP,werewolf,werewolf,110,question,p1|p5,p5,suspect,1,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c11,e-20260830-010837-t003-c11-s022,22,4,p6,ENFP,villager,villager,108,question,p1|p5,p5,suspect,1,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c11,e-20260830-010837-t003-c11-s023,23,5,p7,ENFP,villager,villager,107,question,p1|p5,p5,suspect,1,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c11,e-20260830-010837-t003-c11-s024,24,5,p3,ENFP,thief,thief,107,question,p1|p5,p5,suspect,1,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c12,e-20260830-010837-t003-c12-s001,1,1,p2,ENTP,villager,villager,89,claim|question|intent,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c12,e-20260830-010837-t003-c12-s002,2,1,p5,ENTP,werewolf,werewolf,44,question,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c12,e-20260830-010837-t003-c12-s003,3,1,p3,ENTP,thief,thief,60,claim,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c12,e-20260830-010837-t003-c12-s004,4,1,p1,ENTP,seer,seer,110,claim|question,p2|p5|p3,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c12,e-20260830-010837-t003-c12-s005,5,1,p8,ENTP,villager,villager,90,claim|question,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c12,e-20260830-010837-t003-c12-s006,6,1,p4,ENTP,werewolf,werewolf,98,claim|question,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c12,e-20260830-010837-t003-c12-s007,7,2,p8,ENTP,villager,villager,58,question,p1|p6,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c12,e-20260830-010837-t003-c12-s008,8,2,p1,ENTP,seer,seer,107,claim|suspect|hypothesis|intent,p1|p5,p5,suspect,3,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c12,e-20260830-010837-t003-c12-s009,9,2,p5,ENTP,werewolf,werewolf,160,question,p1,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c12,e-20260830-010837-t003-c12-s010,10,2,p6,ENTP,villager,villager,134,question|intent,p3|p4|p7,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c12,e-20260830-010837-t003-c12-s011,11,2,p7,ENTP,villager,villager,102,question|other,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c12,e-20260830-010837-t003-c12-s012,12,2,p4,ENTP,werewolf,werewolf,108,suspect|question,p5,p5,suspect,3,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c12,e-20260830-010837-t003-c12-s013,13,2,p2,ENTP,villager,villager,140,agree|question|suspect,p1|p5,p5,suspect,2,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c12,e-20260830-010837-t003-c12-s014,14,2,p3,ENTP,thief,thief,142,question,p1,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c12,e-20260830-010837-t003-c12-s015,15,3,p6,ENTP,villager,villager,137,question|claim|suspect,p1|p5,p5,suspect,2,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c12,e-20260830-010837-t003-c12-s016,16,3,p7,ENTP,villager,villager,158,claim|other,p1|p6,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c12,e-20260830-010837-t003-c12-s017,17,4,p8,ENTP,villager,villager,113,agree|claim,p1|p6|p7,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c12,e-20260830-010837-t003-c12-s018,18,4,p2,ENTP,villager,villager,121,question|agree,p1|p7,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c12,e-20260830-010837-t003-c12-s019,19,5,p7,ENTP,villager,villager,200,claim|hypothesis,p1|p2,,,,v1
